128
57 26 5 74 88 52 47 18 4 7 40 20 79 28 90 77 26 83 35 43 4 88 98 12 0 54 92 11 5 3 78 63 40 64 80 30 26 30 5 13 12 91 44 10 73 74 1 63 88 54 55 31 76 50 75 61 100 79 98 10 35 87 74 55 2 43 38 46 18 53 98 89 48 33 34 99 45 53 7 97 74 32 99 95 92 17 93 60 25 13 79 9 60 24 86 87 85 67 20 36 74 13 42 65 28 80 82 32 34 90 70 3 89 100 17 34 95 36 56 55 27 58 95 51 19 70 26 7 
56 84 16 76 81 56 28 39 6 38 98 67 6 87 91 66 86 50 53 57 49 74 72 94 54 0 84 57 17 62 48 54 24 19 90 62 38 51 51 80 83 36 96 23 87 22 73 18 83 93 97 74 89 67 25 12 79 84 60 32 77 59 73 36 85 49 48 1 17 27 40 96 15 95 54 64 55 2 35 78 72 93 31 52 63 30 40 94 9 39 98 34 49 73 36 90 81 42 71 26 9 46 41 7 43 5 11 50 63 74 61 34 100 79 85 93 79 64 14 54 9 9 69 17 84 53 44 100 
17 7 47 90 52 17 59 4 31 21 40 62 43 88 9 90 30 85 77 71 64 74 22 41 92 84 0 7 33 100 75 100 3 52 95 31 75 12 53 47 41 77 20 2 54 50 6 61 86 49 2 86 69 18 71 37 40 99 77 3 65 55 51 36 24 93 57 97 20 75 5 98 23 81 73 19 57 50 50 70 63 40 85 41 38 54 22 43 9 21 38 83 87 31 95 49 63 92 33 73 25 46 41 33 88 69 93 75 87 57 45 60 70 57 28 94 87 49 69 72 33 42 75 42 53 91 95 100 
55 70 56 39 23 100 33 36 33 55 62 41 71 19 17 94 14 65 99 33 32 71 26 57 11 57 7 0 32 65 71 51 100 89 99 63 9 13 6 38 31 23 30 85 49 19 8 34 3 72 91 24 75 1 26 34 62 92 49 50 38 81 54 51 1 73 65 90 91 93 65 24 71 38 36 58 8 32 67 46 38 17 45 5 94 19 49 70 20 94 8 90 50 54 88 99 25 70 100 32 51 11 81 25 77 17 25 47 77 34 71 10 93 40 74 14 88 65 76 59 14 49 66 70 73 2 4 89 
87 28 25 31 100 30 46 85 65 67 79 13 14 100 40 89 11 62 14 56 3 35 4 84 5 17 33 32 0 79 85 57 14 98 8 67 14 65 4 83 37 93 89 63 42 35 19 76 10 78 50 41 21 40 3 22 100 70 25 47 13 31 73 79 10 7 94 4 85 40 57 100 98 15 49 26 29 55 32 89 66 87 64 40 65 65 56 38 16 25 81 72 46 97 35 86 73 45 33 61 87 95 87 58 95 77 35 1 80 55 86 50 72 61 27 38 39 24 99 39 5 35 100 49 50 36 83 2 
22 1 33 64 61 1 55 38 45 26 91 33 62 44 1 68 34 73 43 54 11 9 82 90 3 62 100 65 79 0 40 28 42 52 46 39 15 40 49 88 25 31 35 90 12 51 47 90 63 48 59 61 73 93 54 13 48 20 65 97 79 29 62 37 64 54 1 82 82 73 98 39 5 14 73 72 15 67 73 81 22 46 74 5 30 2 6 18 87 72 98 78 89 48 7 23 57 44 68 28 32 59 29 87 44 99 50 58 67 21 84 99 44 42 64 87 70 18 25 38 13 92 8 71 100 45 2 9 
51 14 98 94 51 93 35 75 51 68 11 71 66 7 2 86 87 77 4 72 7 33 50 60 78 48 75 71 85 40 0 60 43 29 69 7 10 8 50 97 92 31 75 58 90 35 21 28 100 86 60 14 82 67 84 49 7 54 15 4 12 58 84 80 17 1 87 23 27 35 52 59 86 52 51 50 4 15 55 85 81 4 27 99 98 60 70 66 33 22 66 42 92 97 72 49 73 68 58 40 72 48 79 6 81 90 21 32 8 99 17 48 39 59 32 51 51 17 16 12 38 31 45 62 10 78 49 75 
89 7 78 78 8 89 12 4 6 32 4 39 45 64 43 65 92 7 59 99 65 45 97 86 63 54 100 51 57 28 60 0 32 93 49 84 39 90 15 2 80 100 91 36 46 95 5 32 53 72 33 89 15 53 39 84 19 38 73 86 97 67 21 49 8 85 13 73 93 6 77 14 57 54 24 49 99 72 12 60 50 32 31 67 71 52 36 1 72 45 69 80 88 8 40 54 63 77 48 43 13 87 17 62 90 88 76 64 1 68 96 40 19 12 78 39 77 98 78 77 59 28 100 25 68 52 14 100 
54 75 6 91 89 91 93 52 9 33 65 33 22 50 54 74 77 87 15 63 85 78 44 66 40 24 3 100 14 42 43 32 0 24 99 63 53 83 87 88 73 81 75 78 54 17 5 3 93 59 86 76 35 3 16 12 93 72 76 53 85 18 35 50 99 61 24 54 59 71 70 28 74 54 42 69 23 47 94 73 1 34 79 3 92 30 94 100 30 13 67 8 20 33 22 76 5 53 63 80 52 44 83 25 68 86 17 22 54 57 96 65 27 41 38 14 11 36 77 21 22 54 4 4 7 31 63 91 
16 92 97 42 23 31 22 2 31 34 76 97 27 6 50 74 11 47 32 85 96 64 90 97 64 19 52 89 98 52 29 93 24 0 100 91 86 18 1 22 66 44 75 78 94 20 69 12 38 53 44 10 46 87 77 41 57 20 86 12 10 74 29 6 33 73 78 41 72 69 77 48 18 51 40 87 46 28 48 90 66 64 9 6 76 54 45 45 64 94 86 44 60 32 67 88 87 17 80 99 26 76 61 82 72 63 49 15 3 7 88 49 49 78 81 33 57 64 87 84 69 58 78 52 30 67 40 80 
89 60 38 92 72 78 47 37 26 54 98 66 59 7 72 1 62 58 48 87 63 33 19 73 80 90 95 99 8 46 69 49 99 100 0 92 45 84 53 98 35 1 70 66 44 50 59 5 81 99 22 52 74 48 14 13 11 33 6 69 46 40 57 15 62 72 31 92 92 91 55 99 40 16 48 94 37 81 42 4 58 39 24 21 53 83 29 23 12 57 45 41 35 14 100 99 30 15 53 11 2 70 71 25 90 41 26 59 31 39 29 13 53 49 8 19 71 17 40 37 66 33 50 4 21 100 36 7 
25 75 33 85 100 84 53 22 95 89 79 16 50 14 28 94 25 60 48 7 17 8 42 65 30 62 31 63 67 39 7 84 63 91 92 0 86 11 21 78 95 90 58 74 12 33 79 74 9 49 44 41 61 6 85 88 30 19 76 46 21 27 2 88 95 13 97 90 8 16 77 93 75 60 35 15 77 16 71 73 36 84 53 68 85 96 79 77 6 3 45 78 78 80 48 34 89 52 22 29 53 23 52 18 100 12 53 17 10 91 57 73 24 55 22 100 80 59 8 6 87 88 81 89 29 9 13 82 
19 93 57 19 67 30 47 90 39 41 40 28 25 27 94 94 21 22 51 26 62 3 59 11 26 38 75 9 14 15 10 39 53 86 45 86 0 49 18 61 54 38 5 99 68 68 61 13 49 88 7 94 68 38 77 55 88 80 51 7 42 2 37 23 72 5 34 71 55 3 2 13 53 94 54 97 96 38 77 18 68 71 64 47 28 87 47 83 35 25 64 74 36 92 15 25 12 36 1 24 26 24 41 38 93 46 57 11 42 52 38 46 48 37 68 75 73 35 88 43 95 52 95 70 68 4 18 69 
93 70 82 28 28 100 92 85 22 69 31 75 34 18 13 37 99 97 54 16 87 89 2 49 30 51 12 13 65 40 8 90 83 18 84 11 49 0 83 36 94 74 80 90 100 50 74 75 88 82 96 40 13 33 33 9 31 26 35 29 41 9 100 21 7 45 55 42 41 91 83 50 18 7 37 47 44 51 85 46 35 67 75 61 15 30 58 3 8 46 37 6 74 1 10 50 56 88 54 75 5 20 62 16 87 86 49 92 70 66 16 78 34 1 2 100 93 13 38 33 23 80 35 47 7 22 36 44 
60 74 13 28 39 18 68 25 61 26 86 94 25 19 9 32 30 98 10 65 67 72 14 27 5 51 53 6 4 49 50 15 87 1 53 21 18 83 0 8 46 17 19 62 45 56 38 45 37 83 43 68 38 7 76 85 49 66 79 1 59 34 65 72 51 47 88 87 53 5 5 29 96 56 53 84 85 11 51 47 86 15 38 39 95 36 15 26 1 33 77 57 22 98 33 66 33 10 11 87 63 75 81 50 84 17 74 87 3 93 4 68 72 12 42 47 12 15 61 9 25 75 12 27 67 97 74 99 
35 73 62 60 28 88 52 44 43 4 50 19 34 57 94 75 85 15 15 27 75 24 84 32 13 80 47 38 83 88 97 2 88 22 98 78 61 36 8 0 71 43 70 23 73 53 94 92 86 81 58 57 53 97 21 47 87 31 92 60 19 31 90 30 37 96 25 87 2 25 96 43 96 54 72 61 92 60 10 100 85 7 53 51 73 56 96 65 44 55 93 46 82 16 33 48 43 73 41 34 96 34 44 39 96 86 86 12 61 50 54 69 75 72 56 21 84 3 58 32 89 60 35 22 72 20 9 40 
40 58 82 15 60 97 85 77 89 20 33 94 82 4 58 92 30 100 31 41 38 20 75 29 12 83 41 31 37 25 92 80 73 66 35 95 54 94 46 71 0 92 83 80 82 2 13 32 59 48 57 38 71 45 57 2 99 98 98 2 13 5 27 43 48 18 46 61 4 72 62 30 22 3 23 15 96 2 24 56 46 44 5 18 58 2 57 96 23 77 62 94 68 83 32 90 27 81 12 85 100 31 82 97 17 35 82 41 81 7 54 54 24 20 3 30 60 79 15 20 39 44 75 45 91 39 28 69 
89 98 23 58 91 86 37 13 79 76 90 54 59 33 15 99 19 96 18 91 20 1 45 17 91 36 77 23 93 31 31 100 81 44 1 90 38 74 17 43 92 0 44 97 50 80 71 69 54 56 74 65 32 10 87 82 18 97 77 20 17 36 90 86 65 35 60 10 12 26 91 14 34 6 74 44 67 29 3 6 36 21 4 2 66 50 30 35 25 27 55 27 89 69 13 30 66 60 86 11 61 85 5 50 66 11 49 24 56 2 20 90 84 56 15 26 36 11 92 73 94 92 71 83 73 45 80 11 
46 66 91 15 57 92 7 94 61 31 51 94 14 60 11 63 1 91 13 91 86 100 41 1 44 96 20 30 89 35 75 91 75 75 70 58 5 80 19 70 83 44 0 56 16 81 4 89 13 82 100 86 56 66 50 94 77 14 68 11 61 32 38 18 8 77 38 56 96 20 10 38 91 36 57 66 67 84 18 6 53 65 50 18 16 6 45 48 73 42 67 47 65 69 35 74 87 72 38 34 74 48 27 49 33 28 84 63 81 27 29 88 70 75 6 34 25 24 78 97 58 76 70 100 33 69 9 31 
39 67 16 35 100 3 24 66 93 20 74 48 34 58 11 43 22 25 75 18 95 67 50 7 10 23 2 85 63 90 58 36 78 78 66 74 99 90 62 23 80 97 56 0 72 68 97 9 62 78 45 67 34 3 23 51 82 36 35 49 27 62 70 2 56 85 81 61 91 99 48 31 58 29 83 72 48 12 32 76 95 92 14 91 65 15 89 33 97 88 68 13 83 82 46 81 27 21 99 61 82 95 45 20 59 40 48 10 4 11 16 61 46 57 8 15 19 40 92 38 44 15 74 45 77 60 58 33 
15 59 41 24 41 66 31 21 92 6 8 77 20 79 79 42 36 95 95 4 95 67 35 49 73 87 54 49 42 12 90 46 54 94 44 12 68 100 45 73 82 50 16 72 0 51 15 20 77 92 1 72 56 30 19 32 53 36 65 35 41 34 42 23 91 89 6 67 49 100 60 64 68 13 86 38 29 80 45 6 97 64 46 48 39 59 19 50 12 4 96 90 62 41 25 22 100 19 69 35 33 5 66 2 23 37 21 23 73 81 30 64 96 74 8 29 51 19 81 8 85 53 10 75 85 30 47 91 
20 49 44 93 13 48 33 69 46 9 49 41 54 60 59 93 83 49 80 84 74 33 35 61 74 22 50 19 35 51 35 95 17 20 50 33 68 50 56 53 2 80 81 68 51 0 70 66 30 73 69 68 22 53 8 73 30 24 63 4 88 98 82 79 100 51 82 79 70 67 49 50 38 66 17 88 26 3 58 68 31 81 34 71 80 15 26 62 43 89 12 8 18 5 64 35 95 56 37 22 88 3 1 82 22 88 62 10 37 69 13 31 38 95 25 65 89 48 51 22 3 89 38 88 27 70 41 20 
96 98 100 14 21 16 98 19 63 16 66 25 39 93 37 17 62 46 76 26 31 95 2 72 1 73 6 8 19 47 21 5 5 69 59 79 61 74 38 94 13 71 4 97 15 70 0 11 16 29 9 8 93 28 33 74 41 32 55 74 74 11 62 15 40 86 71 71 51 50 76 89 62 64 63 92 94 53 36 45 31 63 70 36 77 33 2 50 30 73 75 71 48 76 75 19 50 43 85 59 83 22 34 42 43 84 45 74 36 39 62 9 66 89 42 75 6 47 17 60 74 82 37 57 59 48 60 34 
48 25 20 14 64 23 82 50 47 61 52 99 68 14 29 37 63 49 54 42 9 21 48 48 63 18 61 34 76 90 28 32 3 12 5 74 13 75 45 92 32 69 89 9 20 66 11 0 23 6 11 88 69 54 42 2 75 41 2 34 37 87 74 79 28 94 70 35 69 38 6 73 62 30 79 10 17 68 3 36 90 59 97 7 29 67 80 65 22 43 25 82 18 51 37 89 81 26 99 16 100 9 16 88 49 71 82 6 52 17 19 87 80 78 22 90 6 96 54 44 54 38 7 23 99 1 21 99 
37 52 70 36 43 36 79 53 44 17 5 37 25 53 39 11 66 99 20 35 30 16 51 51 88 83 86 3 10 63 100 53 93 38 81 9 49 88 37 86 59 54 13 62 77 30 16 23 0 37 70 12 41 92 24 18 70 39 12 75 41 21 79 72 52 99 11 98 36 11 60 47 52 16 73 25 6 90 16 52 68 53 6 8 39 57 73 79 74 59 92 42 50 1 34 93 82 16 2 15 87 30 52 19 84 37 59 45 64 35 70 63 66 85 92 83 38 2 16 86 33 21 49 33 99 47 16 51 
40 19 44 37 44 43 12 50 58 32 26 57 36 92 18 4 37 85 27 28 6 65 39 88 54 93 49 72 78 48 86 72 59 53 99 49 88 82 83 81 48 56 82 78 92 73 29 6 37 0 51 19 57 43 37 91 70 64 71 54 61 57 12 44 80 58 42 69 51 5 86 62 26 54 29 36 78 23 94 74 98 41 35 91 10 66 26 75 9 35 72 15 93 55 37 42 90 70 18 46 45 83 16 97 85 88 70 60 8 29 32 29 17 40 38 22 68 94 15 13 76 84 39 72 27 12 94 66 
58 100 45 49 62 41 17 24 16 30 97 69 68 74 31 5 8 41 31 85 79 65 91 95 55 97 2 91 50 59 60 33 86 44 22 44 7 96 43 58 57 74 100 45 1 69 9 11 70 51 0 55 10 24 27 22 79 39 69 90 98 11 38 80 46 54 75 55 57 99 34 92 92 45 75 62 50 27 80 20 90 93 55 39 36 75 4 48 81 91 46 61 74 12 54 30 27 80 68 20 82 21 52 62 23 46 11 24 3 84 73 95 96 96 30 70 89 14 91 6 41 34 19 99 42 60 54 19 
18 78 15 57 44 93 97 77 65 23 77 7 69 12 31 29 77 18 85 75 67 51 55 100 31 74 86 24 41 61 14 89 76 10 52 41 94 40 68 57 38 65 86 67 72 68 8 88 12 19 55 0 13 61 77 52 60 20 81 9 21 40 69 74 15 27 70 82 7 63 97 51 28 50 25 5 89 24 81 74 48 8 97 22 36 19 10 82 45 19 91 88 1 44 24 41 15 30 49 20 54 38 79 74 66 66 86 37 60 58 98 71 58 93 59 11 15 90 65 87 11 80 48 68 88 58 56 99 
81 36 43 19 48 84 12 91 100 13 65 28 73 49 92 55 36 56 9 69 80 77 69 15 76 89 69 75 21 73 82 15 35 46 74 61 68 13 38 53 71 32 56 34 56 22 93 69 41 57 10 13 0 20 95 50 69 57 96 94 100 11 73 20 39 89 12 49 61 49 13 61 60 31 15 50 90 25 80 25 63 27 32 18 98 34 42 98 93 95 99 42 4 84 19 51 87 94 32 55 81 35 89 97 72 96 82 84 45 94 83 75 57 91 2 56 81 65 18 100 87 5 19 16 36 8 95 30 
25 97 67 66 6 98 76 84 21 72 42 29 84 87 28 27 27 13 81 18 18 36 93 66 50 67 18 1 40 93 67 53 3 87 48 6 38 33 7 97 45 10 66 3 30 53 28 54 92 43 24 61 20 0 31 14 22 77 37 44 79 82 54 30 63 61 73 90 38 40 45 72 20 21 55 68 41 67 2 37 36 78 62 99 12 19 21 47 8 34 52 19 29 27 2 71 62 7 30 67 5 13 53 55 82 100 28 89 31 26 7 1 81 78 26 37 28 97 79 32 1 13 38 93 79 45 17 93 
