64
91 31 21 4 37 27 31 63 3 19 0 88 21 11 12 56 3 93 62 84 67 55 3 49 28 95 24 92 82 48 28 63 66 24 62 61 23 69 14 10 75 62 9 96 87 97 49 3 87 17 17 51 33 52 67 40 61 4 76 26 25 25 26 93 
16 15 25 5 58 81 59 76 35 85 88 0 73 68 37 29 22 68 92 35 35 81 9 74 6 99 37 19 10 47 10 60 80 17 81 88 54 99 56 48 94 39 70 83 76 37 35 62 38 30 7 88 49 23 23 59 6 15 45 98 38 11 42 55 
82 6 24 13 16 6 49 95 97 77 21 73 0 34 62 90 13 5 48 40 43 47 36 65 79 90 24 52 19 34 4 67 92 13 33 98 31 84 16 77 69 65 16 28 91 26 25 7 54 40 73 33 23 85 90 37 34 50 37 86 80 15 34 60 
88 1 66 18 61 25 23 73 54 63 11 68 34 0 94 3 37 99 40 13 42 28 87 98 59 39 53 14 54 91 1 35 26 55 39 34 86 10 25 19 51 83 12 5 68 69 21 93 78 18 99 59 48 5 58 52 37 68 34 7 22 68 79 95 
19 51 84 53 32 57 26 49 51 78 12 37 62 94 0 97 42 79 76 62 45 87 32 65 63 50 28 4 69 25 92 70 99 15 81 94 14 44 93 36 31 38 74 76 3 59 53 34 7 85 9 95 91 11 69 66 36 31 25 94 74 78 5 65 
38 54 86 41 72 24 4 96 34 94 56 29 90 3 97 0 41 2 34 18 8 44 43 11 31 40 26 90 82 18 4 19 80 5 97 18 35 9 56 80 20 3 41 4 8 67 28 24 49 99 46 41 1 71 54 18 83 17 57 96 88 91 17 93 
40 5 41 56 70 12 63 28 21 69 3 22 13 37 42 41 0 10 53 57 13 33 13 92 87 80 31 47 93 92 83 70 54 29 18 7 50 91 44 46 85 85 58 56 6 68 92 55 89 9 61 16 26 80 68 67 56 21 4 98 87 39 58 17 
25 45 39 43 79 72 68 89 26 24 93 68 5 99 79 2 10 0 78 66 88 15 36 10 24 33 61 23 11 33 91 7 22 11 54 56 82 56 82 48 46 42 13 85 29 55 64 27 24 36 34 73 65 29 5 96 8 83 54 88 75 19 93 64 
49 12 7 24 66 13 46 38 3 100 62 92 48 40 76 34 53 78 0 15 99 19 85 95 52 13 73 57 20 1 26 74 50 76 20 86 52 79 50 36 98 13 57 42 36 56 25 64 60 84 2 87 54 90 72 27 20 56 65 85 2 49 77 23 
15 83 43 98 57 51 44 17 73 69 84 35 40 13 62 18 57 66 15 0 32 10 87 3 4 6 74 52 64 84 86 59 42 100 33 63 2 31 79 90 62 27 39 100 12 19 88 46 10 34 62 37 80 47 90 73 52 83 52 18 16 40 67 89 
54 66 20 73 4 36 98 67 59 4 67 35 43 42 45 8 13 88 99 32 0 67 10 32 73 87 88 55 27 93 12 20 23 1 58 8 60 5 7 12 88 83 85 37 30 10 16 32 50 17 84 11 34 47 11 82 83 82 20 25 100 76 55 49 
100 69 17 67 26 75 27 58 50 32 55 81 47 28 87 44 33 15 19 10 67 0 87 9 54 52 26 71 99 74 73 55 82 98 76 31 3 40 21 39 46 62 98 97 37 52 81 20 81 44 60 11 48 17 14 45 92 29 19 90 24 79 5 2 
38 61 79 20 32 10 77 66 45 21 3 9 36 87 32 43 13 36 85 87 10 87 0 34 82 28 43 24 34 36 67 71 96 27 53 17 46 88 71 53 21 19 20 40 19 84 100 2 12 25 18 8 48 37 49 19 55 7 55 93 6 22 80 45 
56 46 54 17 6 44 35 79 11 89 49 74 65 98 65 11 92 10 95 3 32 9 34 0 73 54 81 89 48 29 26 54 47 22 51 15 37 87 16 51 29 98 96 78 30 44 19 75 58 99 20 84 35 99 35 38 85 2 46 88 60 1 15 31 
76 53 20 19 58 92 19 90 42 90 28 6 79 59 63 31 87 24 52 4 73 54 82 73 0 73 86 31 97 100 86 15 39 100 92 85 78 65 77 15 33 95 68 83 75 29 15 41 97 36 54 88 97 47 19 10 65 94 37 86 65 67 52 44 
2 66 60 76 54 27 7 34 53 73 95 99 90 39 50 40 80 33 13 6 87 52 28 54 73 0 14 87 20 28 92 100 74 37 28 79 16 69 30 55 31 57 37 10 73 57 56 23 39 60 80 22 48 96 34 29 58 6 72 41 29 59 76 64 
88 16 75 73 13 64 82 3 78 41 24 37 24 53 28 26 31 61 73 74 88 26 43 81 86 14 0 38 53 94 14 94 10 88 53 18 19 52 15 27 75 15 49 16 10 95 47 16 28 57 27 15 10 43 85 95 81 20 4 41 100 57 20 27 
44 70 49 10 43 99 85 47 22 56 92 19 52 14 4 90 47 23 57 52 55 71 24 89 31 87 38 0 90 27 73 43 63 69 93 13 58 27 20 67 30 40 67 5 68 84 98 7 75 6 96 16 40 83 64 92 87 66 37 24 76 33 96 25 
24 87 88 44 30 11 51 17 24 75 82 10 19 54 69 82 93 11 20 64 27 99 34 48 97 20 53 90 0 98 64 96 20 84 52 36 92 25 99 37 88 64 65 19 26 51 13 60 73 96 79 33 14 7 36 70 20 81 21 75 35 60 60 87 
91 30 9 36 68 23 21 74 17 40 48 47 34 91 25 18 92 33 1 84 93 74 36 29 100 28 94 27 98 0 34 64 96 63 28 44 88 42 77 3 81 53 58 97 37 66 19 49 19 32 21 32 13 89 66 5 66 40 29 17 59 1 100 57 
66 28 63 4 58 10 14 91 67 21 28 10 4 1 92 4 83 91 26 86 12 73 67 26 86 92 14 73 64 34 0 32 48 56 25 18 23 84 37 10 84 43 70 85 16 67 22 17 48 3 72 64 57 82 89 56 52 65 27 93 73 77 15 79 
96 59 62 22 82 77 19 63 7 20 63 60 67 35 70 19 70 7 74 59 20 55 71 54 15 100 94 43 96 64 32 0 54 34 83 100 13 72 81 37 36 55 16 55 66 51 82 20 12 63 98 27 71 55 95 21 67 88 59 2 41 48 40 58 
94 99 75 24 86 30 51 61 63 68 66 80 92 26 99 80 54 22 50 42 23 82 96 47 39 74 10 63 20 96 48 54 0 17 97 60 34 68 25 98 13 75 44 100 24 11 65 82 53 46 70 43 39 3 3 94 11 86 57 82 15 88 68 76 
21 43 28 38 14 32 48 28 81 44 24 17 13 55 15 5 29 11 76 100 1 98 27 22 100 37 88 69 84 63 56 34 17 0 91 68 33 46 68 16 70 34 48 61 22 22 89 51 52 57 10 32 32 7 99 14 67 37 68 62 76 100 86 26 
59 41 30 57 87 29 26 76 8 27 62 81 33 39 81 97 18 54 20 33 58 76 53 51 92 28 53 93 52 28 25 83 97 91 0 63 68 70 40 13 49 3 61 79 40 59 58 33 53 51 91 34 98 90 5 64 88 39 51 1 84 86 49 15 
9 20 100 61 67 37 31 44 77 85 61 88 98 34 94 18 7 56 86 63 8 31 17 15 85 79 18 13 36 44 18 100 60 68 63 0 96 82 32 13 44 94 77 20 13 76 19 4 37 75 78 5 69 30 69 65 74 93 74 95 59 23 92 16 
16 75 48 67 60 44 8 6 52 6 23 54 31 86 14 35 50 82 52 2 60 3 46 37 78 16 19 58 92 88 23 13 34 33 68 96 0 25 61 90 83 65 45 2 37 11 5 9 22 93 41 74 47 100 23 45 83 31 75 91 73 54 60 74 
70 33 35 44 6 47 3 77 70 63 69 99 84 10 44 9 91 56 79 31 5 40 88 87 65 69 52 27 25 42 84 72 68 46 70 82 25 0 15 63 82 28 11 94 14 67 58 71 87 81 21 83 23 37 11 65 80 10 52 42 56 34 24 49 
23 61 11 85 15 41 60 82 52 71 14 56 16 25 93 56 44 82 50 79 7 21 71 16 77 30 15 20 99 77 37 81 25 68 40 32 61 15 0 100 12 59 76 51 58 19 80 93 76 36 58 69 30 60 42 15 56 34 91 18 92 69 84 53 
13 55 59 37 58 47 93 54 83 70 10 48 77 19 36 80 46 48 36 90 12 39 53 51 15 55 27 67 37 3 10 37 98 16 13 13 90 63 100 0 45 94 49 73 51 50 86 59 92 86 31 85 54 70 16 44 90 16 40 81 28 1 55 75 
40 29 67 27 39 34 47 50 19 63 75 94 69 51 31 20 85 46 98 62 88 46 21 29 33 31 75 30 88 81 84 36 13 70 49 44 83 82 12 45 0 89 65 16 73 25 17 13 90 80 74 15 11 20 39 45 62 62 58 26 56 22 96 96 
28 44 57 64 24 7 64 97 19 71 62 39 65 83 38 3 85 42 13 27 83 62 19 98 95 57 15 40 64 53 43 55 75 34 3 94 65 28 59 94 89 0 80 28 46 91 25 32 81 94 89 70 2 24 20 16 30 60 32 81 13 33 70 69 
15 90 17 89 77 93 25 62 55 11 9 70 16 12 74 41 58 13 57 39 85 98 20 96 68 37 49 67 65 58 70 16 44 48 61 77 45 11 76 49 65 80 0 47 15 92 88 74 36 48 43 81 85 80 69 59 33 47 58 74 53 31 60 43 
85 87 52 55 72 18 28 31 55 53 96 83 28 5 76 4 56 85 42 100 37 97 40 78 83 10 16 5 19 97 85 55 100 61 79 20 2 94 51 73 16 28 47 0 34 39 88 72 39 88 31 70 65 37 55 78 60 5 60 91 88 21 33 12 
43 15 47 34 56 45 54 45 92 31 87 76 91 68 3 8 6 29 36 12 30 37 19 30 75 73 10 68 26 37 16 66 24 22 40 13 37 14 58 51 73 46 15 34 0 51 50 18 81 30 2 7 74 5 69 29 70 68 26 60 68 47 19 48 
91 22 60 82 96 18 12 61 76 39 97 37 26 69 59 67 68 55 56 19 10 52 84 44 29 57 95 84 51 66 67 51 11 22 59 76 11 67 19 50 25 91 92 39 51 0 27 95 99 49 74 94 77 59 28 98 34 83 77 15 95 17 7 1 
45 30 28 80 98 42 35 14 22 70 49 35 25 21 53 28 92 64 25 88 16 81 100 19 15 56 47 98 13 19 22 82 65 89 58 19 5 58 80 86 17 25 88 88 50 27 0 99 83 93 23 98 5 67 94 94 40 9 69 6 1 85 98 56 
40 65 10 35 29 91 66 67 75 11 3 62 7 93 34 24 55 27 64 46 32 20 2 75 41 23 16 7 60 49 17 20 82 51 33 4 9 71 93 59 13 32 74 72 18 95 99 0 63 65 42 93 3 78 40 26 80 85 74 1 31 32 42 94 
67 27 6 39 28 43 86 13 66 74 87 38 54 78 7 49 89 24 60 10 50 81 12 58 97 39 28 75 73 19 48 12 53 52 53 37 22 87 76 92 90 81 36 39 81 99 83 63 0 7 49 80 77 32 74 19 46 89 84 2 8 59 61 28 
94 70 95 90 17 54 16 63 10 91 17 30 40 18 85 99 9 36 84 34 17 44 25 99 36 60 57 6 96 32 3 63 46 57 51 75 93 81 36 86 80 94 48 88 30 49 93 65 7 0 80 51 41 23 21 83 61 23 51 66 55 73 57 6 
32 62 95 83 23 64 32 30 58 7 17 7 73 99 9 46 61 34 2 62 84 60 18 20 54 80 27 96 79 21 72 98 70 10 91 78 41 21 58 31 74 89 43 31 2 74 23 42 49 80 0 6 34 52 49 51 21 13 75 41 84 95 81 43 
72 83 36 11 71 35 33 49 89 46 51 88 33 59 95 41 16 73 87 37 11 11 8 84 88 22 15 16 33 32 64 27 43 32 34 5 74 83 69 85 15 70 81 70 7 94 98 93 80 51 6 0 83 76 50 90 95 25 27 97 70 93 83 24 
95 50 8 78 62 6 13 37 62 59 33 49 23 48 91 1 26 65 54 80 34 48 48 35 97 48 10 40 14 13 57 71 39 32 98 69 47 23 30 54 11 2 85 65 74 77 5 3 77 41 34 83 0 46 88 82 77 78 55 68 92 66 68 16 
100 83 95 54 93 63 41 19 87 38 52 23 85 5 11 71 80 29 90 47 47 17 37 99 47 96 43 83 7 89 82 55 3 7 90 30 100 37 60 70 20 24 80 37 5 59 67 78 32 23 52 76 46 0 2 58 87 90 40 58 15 15 78 43 
27 7 69 78 74 74 33 28 91 89 67 23 90 58 69 54 68 5 72 90 11 14 49 35 19 34 85 64 36 66 89 95 3 99 5 69 23 11 42 16 39 20 69 55 69 28 94 40 74 21 49 50 88 2 0 32 94 47 13 36 61 7 62 25 
54 27 38 7 100 1 38 11 99 41 40 59 37 52 66 18 67 96 27 73 82 45 19 38 10 29 95 92 70 5 56 21 94 14 64 65 45 65 15 44 45 16 59 78 29 98 94 26 19 83 51 90 82 58 32 0 56 66 1 61 71 60 72 70 
41 58 48 61 28 7 30 32 14 56 61 6 34 37 36 83 56 8 20 52 83 92 55 85 65 58 81 87 20 66 52 67 11 67 88 74 83 80 56 90 62 30 33 60 70 34 40 80 46 61 21 95 77 87 94 56 0 67 64 44 99 32 93 27 
49 84 15 2 25 21 49 63 15 68 4 15 50 68 31 17 21 83 56 83 82 29 7 2 94 6 20 66 81 40 65 88 86 37 39 93 31 10 34 16 62 60 47 5 68 83 9 85 89 23 13 25 78 90 47 66 67 0 33 70 41 27 22 85 
27 89 63 57 34 74 71 54 22 20 76 45 37 34 25 57 4 54 65 52 20 19 55 46 37 72 4 37 21 29 27 59 57 68 51 74 75 52 91 40 58 32 58 60 26 77 69 74 84 51 75 27 55 40 13 1 64 33 0 52 11 88 9 28 
57 63 8 57 45 29 88 99 60 93 26 98 86 7 94 96 98 88 85 18 25 90 93 88 86 41 41 24 75 17 93 2 82 62 1 95 91 42 18 81 26 81 74 91 60 15 6 1 2 66 41 97 68 58 36 61 44 70 52 0 89 17 29 56 
42 71 43 78 88 28 31 35 27 12 25 38 80 22 74 88 87 75 2 16 100 24 6 60 65 29 100 76 35 59 73 41 15 76 84 59 73 56 92 28 56 13 53 88 68 95 1 31 8 55 84 70 92 15 61 71 99 41 11 89 0 7 31 18 
52 66 44 60 75 95 66 15 86 22 25 11 15 68 78 91 39 19 49 40 76 79 22 1 67 59 57 33 60 1 77 48 88 100 86 23 54 34 69 1 22 33 31 21 47 17 85 32 59 73 95 93 66 15 7 60 32 27 88 17 7 0 67 97 
52 28 68 46 39 50 17 29 47 77 26 42 34 79 5 17 58 93 77 67 55 5 80 15 52 76 20 96 60 100 15 40 68 86 49 92 60 24 84 55 96 70 60 33 19 7 98 42 61 57 81 83 68 78 62 72 93 22 9 29 31 67 0 99 
85 66 50 93 31 9 61 30 75 94 93 55 60 95 65 93 17 64 23 89 49 2 45 31 44 64 27 25 87 57 79 58 76 26 15 16 74 49 53 75 96 69 43 12 48 1 56 94 28 6 43 24 16 43 25 70 27 85 28 56 18 97 99 0 
