50
86 54 56 67 89 26 56 92 9 71 60 72 80 6 72 51 51 0 92 9 13 5 15 44 68 56 78 95 3 70 68 75 50 63 45 84 87 43 25 88 4 48 53 78 71 30 69 2 55 34 
24 1 29 14 60 7 7 15 75 73 47 28 94 49 68 55 76 92 0 70 57 49 43 47 9 24 58 52 28 9 50 7 42 34 4 67 44 99 90 86 32 23 46 82 63 7 96 79 85 79 
21 5 33 5 80 30 64 7 47 63 44 44 100 38 31 2 97 9 70 0 18 56 66 27 81 92 74 39 38 95 4 86 68 77 85 90 97 31 74 48 54 84 16 16 78 60 69 3 65 20 
94 11 53 73 89 31 30 40 61 45 13 22 48 3 89 78 70 13 57 18 0 9 33 16 60 11 61 22 91 78 93 3 7 96 12 30 38 97 79 86 36 70 66 63 95 11 45 47 13 98 
84 42 13 95 71 57 33 37 96 45 83 71 66 66 44 100 27 5 49 56 9 0 45 27 73 2 82 7 53 41 38 60 88 40 38 43 6 53 95 60 21 87 26 31 67 85 33 60 10 92 
91 94 16 92 71 45 77 14 36 41 93 2 83 68 18 7 71 15 43 66 33 45 0 100 1 27 6 60 20 22 68 43 6 72 32 65 64 53 69 90 82 92 85 48 35 59 6 56 2 31 
42 45 69 67 76 72 85 1 50 20 17 31 44 48 25 72 33 44 47 27 16 27 100 0 58 60 25 63 90 6 37 39 56 19 63 84 8 67 54 68 88 30 34 91 94 53 84 57 7 51 
61 19 14 85 39 18 64 60 10 63 58 31 67 56 54 16 17 68 9 81 60 73 1 58 0 22 16 47 20 17 13 80 33 97 71 24 67 34 33 67 60 96 97 23 13 80 30 86 78 7 
70 24 92 9 29 79 69 88 48 42 41 50 72 6 26 56 52 56 24 92 11 2 27 60 22 0 62 83 52 98 17 97 48 8 21 91 11 36 23 25 69 57 66 49 66 41 99 25 63 93 
81 49 48 27 81 93 58 10 12 4 59 2 14 30 14 87 86 78 58 74 61 82 6 25 16 62 0 52 3 97 57 29 20 54 97 4 80 55 71 1 48 42 24 81 88 74 19 48 8 4 
9 97 18 91 68 18 19 84 58 18 25 55 17 22 67 74 30 95 52 39 22 7 60 63 47 83 52 0 65 37 2 8 24 32 51 80 82 35 32 68 79 61 69 86 82 93 83 13 25 87 
18 6 71 70 9 33 60 81 65 87 66 6 91 95 23 61 11 3 28 38 91 53 20 90 20 52 3 65 0 71 66 2 47 68 6 45 31 25 78 13 42 39 58 63 34 58 60 35 45 100 
7 45 1 4 39 73 24 68 26 67 38 15 93 74 58 24 52 70 9 95 78 41 22 6 17 98 97 37 71 0 5 20 25 52 33 23 60 92 13 21 44 75 93 20 58 5 80 14 78 34 
7 24 30 90 98 28 14 82 23 43 22 24 8 12 97 7 36 68 50 4 93 38 68 37 13 17 57 2 66 5 0 55 9 85 7 94 63 69 5 10 80 57 86 94 65 28 1 49 89 2 
60 34 10 100 41 92 46 67 87 77 81 98 20 34 7 49 71 75 7 86 3 60 43 39 80 97 29 8 2 20 55 0 26 26 95 87 18 44 100 26 96 18 84 45 44 9 93 95 30 73 
19 8 10 99 13 43 2 56 29 62 96 99 22 46 98 98 80 50 42 68 7 88 6 56 33 48 20 24 47 25 9 26 0 2 38 93 99 41 55 68 50 58 81 50 96 92 45 51 38 31 
32 78 98 49 9 76 12 69 63 90 61 54 31 53 66 21 88 63 34 77 96 40 72 19 97 8 54 32 68 52 85 26 2 0 17 84 68 84 58 74 80 5 71 28 52 52 72 54 10 86 
79 47 3 77 29 66 93 4 99 32 6 15 98 87 82 72 66 45 4 85 12 38 32 63 71 21 97 51 6 33 7 95 38 17 0 5 44 27 63 91 16 37 59 20 22 70 84 99 26 64 
81 22 75 77 1 93 26 79 75 71 75 54 39 48 5 33 86 84 67 90 30 43 65 84 24 91 4 80 45 23 94 87 93 84 5 0 64 91 74 51 34 31 63 100 13 86 95 100 85 97 
38 87 67 95 96 2 69 12 73 48 47 88 46 66 34 16 73 87 44 97 38 6 64 8 67 11 80 82 31 60 63 18 99 68 44 64 0 33 89 44 64 32 83 90 19 22 99 72 58 21 
9 25 34 88 2 64 59 50 20 54 65 39 51 40 93 35 8 43 99 31 97 53 53 67 34 36 55 35 25 92 69 44 41 84 27 91 33 0 62 94 80 8 64 67 34 78 60 4 94 47 
77 22 42 90 31 37 35 42 93 59 31 19 5 77 90 46 2 25 90 74 79 95 69 54 33 23 71 32 78 13 5 100 55 58 63 74 89 62 0 43 59 75 72 28 71 5 2 25 48 40 
89 52 35 8 59 90 19 85 44 92 89 80 63 48 5 6 78 88 86 48 86 60 90 68 67 25 1 68 13 21 10 26 68 74 91 51 44 94 43 0 27 17 80 20 12 13 80 59 80 64 
86 62 68 89 53 84 85 23 63 18 72 21 23 19 25 89 83 4 32 54 36 21 82 88 60 69 48 79 42 44 80 96 50 80 16 34 64 80 59 27 0 43 13 4 6 58 4 39 32 44 
35 12 28 80 29 64 25 76 65 94 18 95 94 26 43 17 93 48 23 84 70 87 92 30 96 57 42 61 39 75 57 18 58 5 37 31 32 8 75 17 43 0 41 24 28 37 55 93 68 64 
89 74 74 38 24 17 89 10 1 100 98 13 54 33 100 59 99 53 46 16 66 26 85 34 97 66 24 69 58 93 86 84 81 71 59 63 83 64 72 80 13 41 0 82 78 100 56 83 52 94 
53 83 93 73 22 60 27 12 16 36 19 93 16 13 93 70 73 78 82 16 63 31 48 91 23 49 81 86 63 20 94 45 50 28 20 100 90 67 28 20 4 24 82 0 3 39 79 69 52 37 
56 8 36 50 29 70 14 10 57 81 21 47 57 19 39 58 47 71 63 78 95 67 35 94 13 66 88 82 34 58 65 44 96 52 22 13 19 34 71 12 6 28 78 3 0 85 26 92 65 68 
53 62 2 100 70 66 4 48 49 82 86 83 13 11 87 12 96 30 7 60 11 85 59 53 80 41 74 93 58 5 28 9 92 52 70 86 22 78 5 13 58 37 100 39 85 0 15 14 63 66 
56 100 72 5 61 14 100 83 22 55 17 73 12 98 32 59 63 69 96 69 45 33 6 84 30 99 19 83 60 80 1 93 45 72 84 95 99 60 2 80 4 55 56 79 26 15 0 99 86 44 
39 47 8 55 47 13 88 77 95 6 1 70 14 6 80 24 2 2 79 3 47 60 56 57 86 25 48 13 35 14 49 95 51 54 99 100 72 4 25 59 39 93 83 69 92 14 99 0 22 77 
95 63 84 96 25 73 44 63 22 72 95 12 29 81 95 70 29 55 85 65 13 10 2 7 78 63 8 25 45 78 89 30 38 10 26 85 58 94 48 80 32 68 52 52 65 63 86 22 0 6 
44 75 78 72 35 3 59 69 90 62 91 85 54 100 45 61 94 34 79 20 98 92 31 51 7 93 4 87 100 34 2 73 31 86 64 97 21 47 40 64 44 64 94 37 68 66 44 77 6 0 
